dataset,size,variant,method,alpha,model_type,input_size,word2vec_len,epochs,batch_size,val_split,train_seconds,train_file,test_file,test_acc,timestamp,meta_path,acc,precision,recall,f1,auroc,pr_auc,pct
sst2,3_standard,eda,sr,0.1,cnn,50,100,7,256,0.1,27.61,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.75,2025-10-19_00-33-19,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.1__2025-10-19_00-33-19.json,0.75,,,,,,50.0
sst2,3_standard,eda,sr,0.1,cnn,50,100,9,256,0.1,27.82,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7350917431192661,2025-10-19_02-00-23,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.1__2025-10-19_02-00-23.json,0.7350917431192661,,,,,,50.0
sst2,3_standard,eda,sr,0.2,cnn,50,100,6,256,0.1,22.33,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7580275229357798,2025-10-19_00-33-46,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.2__2025-10-19_00-33-46.json,0.7580275229357798,,,,,,50.0
sst2,3_standard,eda,sr,0.2,cnn,50,100,7,256,0.1,23.96,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7522935779816514,2025-10-19_02-00-50,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.2__2025-10-19_02-00-50.json,0.7522935779816514,,,,,,50.0
sst2,3_standard,eda,sr,0.3,cnn,50,100,7,256,0.1,23.39,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7752293577981652,2025-10-19_00-34-14,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.3__2025-10-19_00-34-14.json,0.7752293577981652,,,,,,50.0
sst2,3_standard,eda,sr,0.3,cnn,50,100,7,256,0.1,24.17,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7465596330275229,2025-10-19_02-01-18,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.3__2025-10-19_02-01-18.json,0.7465596330275229,,,,,,50.0
sst2,3_standard,eda,sr,0.4,cnn,50,100,8,256,0.1,25.11,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7649082568807339,2025-10-19_00-34-43,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.4__2025-10-19_00-34-43.json,0.7649082568807339,,,,,,50.0
sst2,3_standard,eda,sr,0.4,cnn,50,100,6,256,0.1,22.03,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_02-01-43,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.4__2025-10-19_02-01-43.json,0.768348623853211,,,,,,50.0
sst2,3_standard,eda,sr,0.5,cnn,50,100,7,256,0.1,23.28,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7557339449541285,2025-10-19_00-35-10,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.5__2025-10-19_00-35-10.json,0.7557339449541285,,,,,,50.0
sst2,3_standard,eda,sr,0.5,cnn,50,100,7,256,0.1,24.0,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7293577981651376,2025-10-19_02-02-11,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-sr_a0.5__2025-10-19_02-02-11.json,0.7293577981651376,,,,,,50.0
sst2,4_full,baseline,,,cnn,50,100,7,256,0.1,19.99,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8004587155963303,2025-10-19_00-43-02,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__baseline__2025-10-19_00-43-02.json,0.8004587155963303,,,,,,100.0
sst2,4_full,baseline,,,cnn,50,100,8,256,0.1,17.93,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7889908256880734,2025-10-19_02-09-42,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__baseline__2025-10-19_02-09-42.json,0.7889908256880734,,,,,,100.0
sst2,4_full,eda,rd,0.1,cnn,50,100,7,256,0.1,37.18,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.783256880733945,2025-10-19_00-51-30,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.1__2025-10-19_00-51-30.json,0.783256880733945,,,,,,100.0
sst2,4_full,eda,rd,0.1,cnn,50,100,9,256,0.1,44.82,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7580275229357798,2025-10-19_02-18-15,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.1__2025-10-19_02-18-15.json,0.7580275229357798,,,,,,100.0
sst2,4_full,eda,rd,0.2,cnn,50,100,11,256,0.1,51.29,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7557339449541285,2025-10-19_00-52-26,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.2__2025-10-19_00-52-26.json,0.7557339449541285,,,,,,100.0
sst2,4_full,eda,rd,0.2,cnn,50,100,8,256,0.1,41.4,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_02-19-01,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.2__2025-10-19_02-19-01.json,0.768348623853211,,,,,,100.0
sst2,4_full,eda,rd,0.3,cnn,50,100,8,256,0.1,40.59,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7637614678899083,2025-10-19_00-53-12,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.3__2025-10-19_00-53-12.json,0.7637614678899083,,,,,,100.0
sst2,4_full,eda,rd,0.3,cnn,50,100,10,256,0.1,48.49,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7763761467889908,2025-10-19_02-19-54,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.3__2025-10-19_02-19-53.json,0.7763761467889908,,,,,,100.0
sst2,4_full,eda,rd,0.4,cnn,50,100,8,256,0.1,42.32,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7603211009174312,2025-10-19_00-53-59,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.4__2025-10-19_00-53-59.json,0.7603211009174312,,,,,,100.0
sst2,4_full,eda,rd,0.4,cnn,50,100,8,256,0.1,41.21,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7878440366972477,2025-10-19_02-20-39,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.4__2025-10-19_02-20-39.json,0.7878440366972477,,,,,,100.0
sst2,4_full,eda,rd,0.5,cnn,50,100,9,256,0.1,44.94,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7637614678899083,2025-10-19_00-54-49,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.5__2025-10-19_00-54-49.json,0.7637614678899083,,,,,,100.0
sst2,4_full,eda,rd,0.5,cnn,50,100,9,256,0.1,44.9,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7844036697247706,2025-10-19_02-21-28,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rd_a0.5__2025-10-19_02-21-28.json,0.7844036697247706,,,,,,100.0
sst2,4_full,eda,ri,0.1,cnn,50,100,6,256,0.1,33.43,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7924311926605505,2025-10-19_00-47-39,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.1__2025-10-19_00-47-39.json,0.7924311926605505,,,,,,100.0
sst2,4_full,eda,ri,0.1,cnn,50,100,10,256,0.1,48.48,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7717889908256881,2025-10-19_02-14-28,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.1__2025-10-19_02-14-28.json,0.7717889908256881,,,,,,100.0
sst2,4_full,eda,ri,0.2,cnn,50,100,6,256,0.1,33.07,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7844036697247706,2025-10-19_00-48-18,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.2__2025-10-19_00-48-18.json,0.7844036697247706,,,,,,100.0
sst2,4_full,eda,ri,0.2,cnn,50,100,8,256,0.1,41.3,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7786697247706422,2025-10-19_02-15-14,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.2__2025-10-19_02-15-14.json,0.7786697247706422,,,,,,100.0
sst2,4_full,eda,ri,0.3,cnn,50,100,8,256,0.1,40.61,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8096330275229358,2025-10-19_00-49-05,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.3__2025-10-19_00-49-05.json,0.8096330275229358,,,,,,100.0
sst2,4_full,eda,ri,0.3,cnn,50,100,6,256,0.1,34.08,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7855504587155964,2025-10-19_02-15-54,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.3__2025-10-19_02-15-54.json,0.7855504587155964,,,,,,100.0
sst2,4_full,eda,ri,0.4,cnn,50,100,9,256,0.1,44.02,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7947247706422018,2025-10-19_00-49-56,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.4__2025-10-19_00-49-56.json,0.7947247706422018,,,,,,100.0
sst2,4_full,eda,ri,0.4,cnn,50,100,7,256,0.1,37.59,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7889908256880734,2025-10-19_02-16-38,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.4__2025-10-19_02-16-38.json,0.7889908256880734,,,,,,100.0
sst2,4_full,eda,ri,0.5,cnn,50,100,9,256,0.1,43.86,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7993119266055045,2025-10-19_00-50-47,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.5__2025-10-19_00-50-47.json,0.7993119266055045,,,,,,100.0
sst2,4_full,eda,ri,0.5,cnn,50,100,8,256,0.1,41.39,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7740825688073395,2025-10-19_02-17-25,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-ri_a0.5__2025-10-19_02-17-25.json,0.7740825688073395,,,,,,100.0
sst2,4_full,eda,rs,0.1,cnn,50,100,8,256,0.1,40.96,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7729357798165137,2025-10-19_00-55-36,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.1__2025-10-19_00-55-36.json,0.7729357798165137,,,,,,100.0
sst2,4_full,eda,rs,0.1,cnn,50,100,9,256,0.1,45.17,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7568807339449541,2025-10-19_02-22-18,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.1__2025-10-19_02-22-18.json,0.7568807339449541,,,,,,100.0
sst2,4_full,eda,rs,0.2,cnn,50,100,10,256,0.1,47.84,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7993119266055045,2025-10-19_00-56-29,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.2__2025-10-19_00-56-29.json,0.7993119266055045,,,,,,100.0
sst2,4_full,eda,rs,0.2,cnn,50,100,7,256,0.1,37.52,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8073394495412844,2025-10-19_02-23-00,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.2__2025-10-19_02-23-00.json,0.8073394495412844,,,,,,100.0
sst2,4_full,eda,rs,0.3,cnn,50,100,8,256,0.1,40.64,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7809633027522935,2025-10-19_00-57-15,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.3__2025-10-19_00-57-15.json,0.7809633027522935,,,,,,100.0
sst2,4_full,eda,rs,0.3,cnn,50,100,8,256,0.1,41.3,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8061926605504587,2025-10-19_02-23-47,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.3__2025-10-19_02-23-47.json,0.8061926605504587,,,,,,100.0
sst2,4_full,eda,rs,0.4,cnn,50,100,8,256,0.1,40.41,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7786697247706422,2025-10-19_00-58-02,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.4__2025-10-19_00-58-02.json,0.7786697247706422,,,,,,100.0
sst2,4_full,eda,rs,0.4,cnn,50,100,7,256,0.1,41.07,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7981651376146789,2025-10-19_02-24-33,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.4__2025-10-19_02-24-33.json,0.7981651376146789,,,,,,100.0
sst2,4_full,eda,rs,0.5,cnn,50,100,6,256,0.1,33.34,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7889908256880734,2025-10-19_00-58-41,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.5__2025-10-19_00-58-41.json,0.7889908256880734,,,,,,100.0
sst2,4_full,eda,rs,0.5,cnn,50,100,9,256,0.1,45.84,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7878440366972477,2025-10-19_02-25-24,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-rs_a0.5__2025-10-19_02-25-24.json,0.7878440366972477,,,,,,100.0
sst2,4_full,eda,sr,0.1,cnn,50,100,10,256,0.1,51.03,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7649082568807339,2025-10-19_00-43-58,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-sr_a0.1__2025-10-19_00-43-58.json,0.7649082568807339,,,,,,100.0
sst2,4_full,eda,sr,0.1,cnn,50,100,10,256,0.1,48.57,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7488532110091743,2025-10-19_02-10-36,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-sr_a0.1__2025-10-19_02-10-36.json,0.7488532110091743,,,,,,100.0
sst2,4_full,eda,sr,0.2,cnn,50,100,9,256,0.1,43.8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7557339449541285,2025-10-19_00-44-48,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-sr_a0.2__2025-10-19_00-44-48.json,0.7557339449541285,,,,,,100.0
sst2,4_full,eda,sr,0.2,cnn,50,100,6,256,0.1,33.88,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7889908256880734,2025-10-19_02-11-15,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-sr_a0.2__2025-10-19_02-11-15.json,0.7889908256880734,,,,,,100.0
sst2,4_full,eda,sr,0.3,cnn,50,100,9,256,0.1,43.87,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_00-45-38,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__cnn__eda-sr_a0.3__2025-10-19_00-45-38.json,0.7442660550458715,,,,,,100.0
